Part Number,Manufacturer,link to header file,Include file,Header 3,Example,Datasheet,Appli Note,Other link,Family,Comments,SubFamily,Date the line is added or modified,NickName,Name ,Micro Description,MicroDef,Hidden(Ride Internal Use),MicroRef,CoreName
LM3S1Wxx,Luminary,LM3S1Wxx.h,,,,http://www.ti.com,,,ARM,,LM3S1x,06/01/11,,LM3S1Wxx,ARM Cortex-M3 32-bit MCU;32K FLASH at address 0x00000000;8K RAM at address 0x20000000;Systick timer;4 32-bit or 8 16-bit general purpose timers;2 watchdog timer;SSI/SPI controller;2 I2C interfaces;3 analog comparators;3 UARTs;10-bit ADC with 16 input channels;battery-backed hibernation module with RTC;33 GPIOs;64 pins,\sim\ARM\LM3S1Wxx.sim,No,,Cortex-M3
LM3S1W16,Luminary,LM3S1W16.h,,,,http://www.ti.com,,,ARM,,LM3S1x,06/01/11,,LM3S1W16,ARM Cortex-M3 32-bit MCU;32K FLASH at address 0x00000000;8K RAM at address 0x20000000;Systick timer;4 32-bit or 8 16-bit general purpose timers;2 watchdog timer;SSI/SPI controller;2 I2C interfaces;3 analog comparators;3 UARTs;10-bit ADC with 16 input channels;battery-backed hibernation module with RTC;33 GPIOs;64 pins,\sim\ARM\LM3S1W16.sim,No,,Cortex-M3
LM3S1Zxx,Luminary,LM3S1Zxx.h,,,,http://www.ti.com,,,ARM,,LM3S1x,06/01/11,,LM3S1Zxx,ARM Cortex-M3 32-bit MCU;16K FLASH at address 0x00000000;6K RAM at address 0x20000000;Systick timer;4 32-bit or 8 16-bit general purpose timers;2 watchdog timer;SSI/SPI controller;2 I2C interfaces;3 analog comparators;3 UARTs;10-bit ADC with 16 input channels;battery-backed hibernation module with RTC;33 GPIOs;64 pins,\sim\ARM\LM3S1Zxx.sim,No,,Cortex-M3
LM3S1Z16,Luminary,LM3S1Z16.h,,,,http://www.ti.com,,,ARM,,LM3S1x,06/01/11,,LM3S1Z16,ARM Cortex-M3 32-bit MCU;16K FLASH at address 0x00000000;6K RAM at address 0x20000000;Systick timer;4 32-bit or 8 16-bit general purpose timers;2 watchdog timer;SSI/SPI controller;2 I2C interfaces;3 analog comparators;3 UARTs;10-bit ADC with 16 input channels;battery-backed hibernation module with RTC;33 GPIOs;64 pins,\sim\ARM\LM3S1Z16.sim,No,,Cortex-M3
LM3S1Pxx,Luminary,LM3S1Pxx.h,,,,http://www.ti.com,,,ARM,,LM3S1x,06/01/11,,LM3S1Pxx,ARM Cortex-M3 32-bit MCU;128K FLASH at address 0x00000000;64K RAM at address 0x20000000;Systick timer;4 32-bit or 8 16-bit general purpose timers;2 watchdog timer;SSI/SPI controller;2 I2C interfaces;3 analog comparators;3 UARTs;10-bit ADC with 16 input channels;6 motion-control PWM outputs;2 Quadrature Encoder Inputs;battery-backed hibernation module with RTC;67 GPIOs;100 pins,\sim\ARM\LM3S1Pxx.sim,No,,Cortex-M3
LM3S1P51,Luminary,LM3S1P51.h,,,,http://www.ti.com,,,ARM,,LM3S1x,06/01/11,,LM3S1P51,ARM Cortex-M3 32-bit MCU;128K FLASH at address 0x00000000;64K RAM at address 0x20000000;Systick timer;4 32-bit or 8 16-bit general purpose timers;2 watchdog timer;SSI/SPI controller;2 I2C interfaces;3 analog comparators;3 UARTs;10-bit ADC with 16 input channels;6 motion-control PWM outputs;2 Quadrature Encoder Inputs;battery-backed hibernation module with RTC;67 GPIOs;100 pins,\sim\ARM\LM3S1P51.sim,No,,Cortex-M3
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
LM3S21xx,Luminary,LM3S21xx.h,,,,http://www.ti.com,,,ARM,,LM3S2x,28/10/2010,,LM3S21xx,ARM Cortex-M3 32-bit MCU;64K FLASH at address 0x00000000;16K RAM at address 0x20000000;10/100 Ethernet MAC/PHY;Systick timer;4 32-bit or 8 16-bit general purpose timers;2 watchdog timer;SSI/SPI controller;1 I2C interfaces;3 analog comparators;1 UARTs;2 motion-control PWM outputs;battery-backed hibernation module with RTC;40 GPIOs;100 pins,\sim\ARM\LM3S21xx.sim,No,,Cortex-M3
LM3S2110,Luminary,LM3S2110.h,,,,http://www.ti.com,,,ARM,,LM3S2x,28/10/2010,,LM3S2110,ARM Cortex-M3 32-bit MCU;64K FLASH at address 0x00000000;16K RAM at address 0x20000000;10/100 Ethernet MAC/PHY;Systick timer;4 32-bit or 8 16-bit general purpose timers;2 watchdog timer;SSI/SPI controller;1 I2C interfaces;3 analog comparators;1 UARTs;2 motion-control PWM outputs;battery-backed hibernation module with RTC;40 GPIOs;100 pins,\sim\ARM\LM3S2110.sim,No,,Cortex-M3
LM3S2139,Luminary,LM3S2139.h,,,,http://www.ti.com,,,ARM,,LM3S2x,28/10/2010,,LM3S2139,ARM Cortex-M3 32-bit MCU;64K FLASH at address 0x00000000;16K RAM at address 0x20000000;10/100 Ethernet MAC/PHY;Systick timer;4 32-bit or 8 16-bit general purpose timers;2 watchdog timer;SSI/SPI controller;1 I2C interfaces;3 analog comparators;2 UARTs;10-bit ADC with 4 input channels;battery-backed hibernation module with RTC;56 GPIOs;100 pins,\sim\ARM\LM3S2139.sim,No,,Cortex-M3
LM3S22xx,Luminary,LM3S22xx.h,,,,http://www.ti.com,,,ARM,,LM3S2x,28/10/2010,,LM3S22xx,ARM Cortex-M3 32-bit MCU;64K FLASH at address 0x00000000;32K RAM at address 0x20000000;10/100 Ethernet MAC/PHY;Systick timer;4 32-bit or 8 16-bit general purpose timers;2 watchdog timer;SSI/SPI controller;1 I2C interfaces;3 analog comparators;1 UARTs;8 motion-control PWM outputs;10-bit ADC with 6 input channels;battery-backed hibernation module with RTC;33 GPIOs;64 pins,\sim\ARM\LM3S22xx.sim,No,,Cortex-M3
LM3S2276,Luminary,LM3S2276.h,,,,http://www.ti.com,,,ARM,,LM3S2x,28/10/2010,,LM3S2276,ARM Cortex-M3 32-bit MCU;64K FLASH at address 0x00000000;32K RAM at address 0x20000000;10/100 Ethernet MAC/PHY;Systick timer;4 32-bit or 8 16-bit general purpose timers;2 watchdog timer;SSI/SPI controller;1 I2C interfaces;3 analog comparators;1 UARTs;8 motion-control PWM outputs;10-bit ADC with 6 input channels;battery-backed hibernation module with RTC;33 GPIOs;64 pins,\sim\ARM\LM3S2276.sim,No,,Cortex-M3
LM3S24xx,Luminary,LM3S24xx.h,,,,http://www.ti.com,,,ARM,,LM3S2x,28/10/2010,,LM3S24xx,ARM Cortex-M3 32-bit MCU;96K FLASH at address 0x00000000;32K RAM at address 0x20000000;10/100 Ethernet MAC/PHY;Systick timer;4 32-bit or 8 16-bit general purpose timers;2 watchdog timer;SSI/SPI controller;3 analog comparators;1 UARTs;battery-backed hibernation module with RTC;60 GPIOs;100 pins,\sim\ARM\LM3S24xx.sim,No,,Cortex-M3
LM3S2410,Luminary,LM3S2410.h,,,,http://www.ti.com,,,ARM,,LM3S2x,28/10/2010,,LM3S2410,ARM Cortex-M3 32-bit MCU;96K FLASH at address 0x00000000;32K RAM at address 0x20000000;10/100 Ethernet MAC/PHY;Systick timer;4 32-bit or 8 16-bit general purpose timers;2 watchdog timer;SSI/SPI controller;3 analog comparators;1 UARTs;battery-backed hibernation module with RTC;60 GPIOs;100 pins,\sim\ARM\LM3S2410.sim,No,,Cortex-M3
LM3S2412,Luminary,LM3S2412.h,,,,http://www.ti.com,,,ARM,,LM3S2x,28/10/2010,,LM3S2412,ARM Cortex-M3 32-bit MCU;96K FLASH at address 0x00000000;32K RAM at address 0x20000000;10/100 Ethernet MAC/PHY;Systick timer;4 32-bit or 8 16-bit general purpose timers;2 watchdog timer;SSI/SPI controller;1 I2C interfaces;3 analog comparators;2 UARTs;2 motion-control PWM outputs;10-bit ADC with 3 input channels;battery-backed hibernation module with RTC;49 GPIOs;100 pins,\sim\ARM\LM3S24xx.sim,No,,Cortex-M3
LM3S2432,Luminary,LM3S2432.h,,,,http://www.ti.com,,,ARM,,LM3S2x,28/10/2010,,LM3S2432,ARM Cortex-M3 32-bit MCU;96K FLASH at address 0x00000000;32K RAM at address 0x20000000;10/100 Ethernet MAC/PHY;Systick timer;4 32-bit or 8 16-bit general purpose timers;2 watchdog timer;SSI/SPI controller;1 I2C interfaces;3 analog comparators;2 UARTs;2 motion-control PWM outputs;10-bit ADC with 3 input channels;battery-backed hibernation module with RTC;34 GPIOs;100 pins,\sim\ARM\LM3S2432.sim,No,,Cortex-M3
LM3S2433,Luminary,LM3S2433.h,,,,http://www.ti.com,,,ARM,,LM3S2x,28/10/2010,,LM3S2433,ARM Cortex-M3 32-bit MCU;96K FLASH at address 0x00000000;32K RAM at address 0x20000000;10/100 Ethernet MAC/PHY;Systick timer;4 32-bit or 8 16-bit general purpose timers;2 watchdog timer;SSI/SPI controller;1 I2C interfaces;3 analog comparators;2 UARTs;6 motion-control PWM outputs;10-bit ADC with 3 input channels;battery-backed hibernation module with RTC;48 GPIOs;100 pins,\sim\ARM\LM3S2433.sim,No,,Cortex-M3
LM3S26xx,Luminary,LM3S26xx.h,,,,http://www.ti.com,,,ARM,,LM3S2x,28/10/2010,,LM3S26xx,ARM Cortex-M3 32-bit MCU;128K FLASH at address 0x00000000;32K RAM at address 0x20000000;10/100 Ethernet MAC/PHY;Systick timer;4 32-bit or 8 16-bit general purpose timers;2 watchdog timer;SSI/SPI controller;2 I2C interfaces;3 analog comparators;3 UARTs;battery-backed hibernation module with RTC;60 GPIOs;100 pins,\sim\ARM\LM3S26xx.sim,No,,Cortex-M3
LM3S2601,Luminary,LM3S2601.h,,,,http://www.ti.com,,,ARM,,LM3S2x,28/10/2010,,LM3S2601,ARM Cortex-M3 32-bit MCU;128K FLASH at address 0x00000000;32K RAM at address 0x20000000;10/100 Ethernet MAC/PHY;Systick timer;4 32-bit or 8 16-bit general purpose timers;2 watchdog timer;SSI/SPI controller;2 I2C interfaces;3 analog comparators;3 UARTs;battery-backed hibernation module with RTC;60 GPIOs;100 pins,\sim\ARM\LM3S2601.sim,No,,Cortex-M3
LM3S2608,Luminary,LM3S2608.h,,,,http://www.ti.com,,,ARM,,LM3S2x,28/10/2010,,LM3S2608,ARM Cortex-M3 32-bit MCU;128K FLASH at address 0x00000000;32K RAM at address 0x20000000;10/100 Ethernet MAC/PHY;Systick timer;4 32-bit or 8 16-bit general purpose timers;2 watchdog timer;SSI/SPI controller;2 I2C interfaces;3 analog comparators;2 UARTs;10-bit ADC with 8 input channels;battery-backed hibernation module with RTC;52 GPIOs;100 pins,\sim\ARM\LM3S2608.sim,No,,Cortex-M3
LM3S2616,Luminary,LM3S2616.h,,,,http://www.ti.com,,,ARM,,LM3S2x,28/10/2010,,LM3S2616,ARM Cortex-M3 32-bit MCU;128K FLASH at address 0x00000000;16K RAM at address 0x20000000;10/100 Ethernet MAC/PHY;Systick timer;4 32-bit or 8 16-bit general purpose timers;2 watchdog timer;1 I2C interfaces;3 analog comparators;1 UARTs;10-bit ADC with 6 input channels;6 motion-control PWM outputs;1 Quadrature Encoder Inputs;battery-backed hibernation module with RTC;33 GPIOs;64 pins,\sim\ARM\LM3S2616.sim,No,,Cortex-M3
LM3S2620,Luminary,LM3S2620.h,,,,http://www.ti.com,,,ARM,,LM3S2x,28/10/2010,,LM3S2620,ARM Cortex-M3 32-bit MCU;128K FLASH at address 0x00000000;32K RAM at address 0x20000000;10/100 Ethernet MAC/PHY;Systick timer;4 32-bit or 8 16-bit general purpose timers;2 watchdog timer;SSI/SPI controller;1 I2C interfaces;3 analog comparators;1 UARTs;4 motion-control PWM outputs;1 Quadrature Encoder Inputs;battery-backed hibernation module with RTC;52 GPIOs;100 pins,\sim\ARM\LM3S2620.sim,No,,Cortex-M3
LM3S2637,Luminary,LM3S2637.h,,,,http://www.ti.com,,,ARM,,LM3S2x,28/10/2010,,LM3S2637,ARM Cortex-M3 32-bit MCU;128K FLASH at address 0x00000000;32K RAM at address 0x20000000;10/100 Ethernet MAC/PHY;Systick timer;4 32-bit or 8 16-bit general purpose timers;2 watchdog timer;SSI/SPI controller;1 I2C interfaces;3 analog comparators;2 UARTs;10-bit ADC with 4 input channels;2 Quadrature Encoder Inputs;battery-backed hibernation module with RTC;46 GPIOs;100 pins,\sim\ARM\LM3S2637.sim,No,,Cortex-M3
LM3S2651,Luminary,LM3S2651.h,,,,http://www.ti.com,,,ARM,,LM3S2x,28/10/2010,,LM3S2651,ARM Cortex-M3 32-bit MCU;128K FLASH at address 0x00000000;32K RAM at address 0x20000000;10/100 Ethernet MAC/PHY;Systick timer;4 32-bit or 8 16-bit general purpose timers;2 watchdog timer;SSI/SPI controller;1 I2C interfaces;3 analog comparators;3 UARTs;4 motion-control PWM outputs;10-bit ADC with 4 input channels;battery-backed hibernation module with RTC;53 GPIOs;100 pins,\sim\ARM\LM3S2651.sim,No,,Cortex-M3
LM3S2671,Luminary,LM3S2671.h,,,,http://www.ti.com,,,ARM,,LM3S2x,28/10/2010,,LM3S2671,ARM Cortex-M3 32-bit MCU;128K FLASH at address 0x00000000;32K RAM at address 0x20000000;10/100 Ethernet MAC/PHY;Systick timer;4 32-bit or 8 16-bit general purpose timers;2 watchdog timer;SSI/SPI controller;1 I2C interfaces;3 analog comparators;1 UARTs;2 motion-control PWM outputs;10-bit ADC with 4 input channels;battery-backed hibernation module with RTC;33 GPIOs;64 pins,\sim\ARM\LM3S2671.sim,No,,Cortex-M3
LM3S2678,Luminary,LM3S2671.h,,,,http://www.ti.com,,,ARM,,LM3S2x,28/10/2010,,LM3S2671,ARM Cortex-M3 32-bit MCU;128K FLASH at address 0x00000000;32K RAM at address 0x20000000;10/100 Ethernet MAC/PHY;Systick timer;4 32-bit or 8 16-bit general purpose timers;2 watchdog timer;SSI/SPI controller;3 analog comparators;1 UARTs;4 motion-control PWM outputs;1 Quadrature Encoder Inputs;10-bit ADC with 8 input channels;battery-backed hibernation module with RTC;33 GPIOs;64 pins,\sim\ARM\LM3S2671.sim,No,,Cortex-M3
LM3S27xx,Luminary,LM3S27xx.h,,,,http://www.ti.com,,,ARM,,LM3S2x,28/10/2010,,LM3S27xx,ARM Cortex-M3 32-bit MCU;128K FLASH at address 0x00000000;64K RAM at address 0x20000000;10/100 Ethernet MAC/PHY;Systick timer;4 32-bit or 8 16-bit general purpose timers;2 watchdog timer;SSI/SPI controller;3 analog comparators;1 UARTs;battery-backed hibernation module with RTC;60 GPIOs;100 pins,\sim\ARM\LM3S27xx.sim,No,,Cortex-M3
LM3S2730,Luminary,LM3S2730.h,,,,http://www.ti.com,,,ARM,,LM3S2x,28/10/2010,,LM3S2730,ARM Cortex-M3 32-bit MCU;128K FLASH at address 0x00000000;64K RAM at address 0x20000000;10/100 Ethernet MAC/PHY;Systick timer;4 32-bit or 8 16-bit general purpose timers;2 watchdog timer;SSI/SPI controller;3 analog comparators;1 UARTs;battery-backed hibernation module with RTC;60 GPIOs;100 pins,\sim\ARM\LM3S2730.sim,No,,Cortex-M3
LM3S2739,Luminary,LM3S2739.h,,,,http://www.ti.com,,,ARM,,LM3S2x,28/10/2010,,LM3S2739,ARM Cortex-M3 32-bit MCU;128K FLASH at address 0x00000000;64K RAM at address 0x20000000;10/100 Ethernet MAC/PHY;Systick timer;4 32-bit or 8 16-bit general purpose timers;2 watchdog timer;SSI/SPI controller;1 I2C interfaces;3 analog comparators;2 UARTs;6 motion-control PWM outputs;1 Quadrature Encoder Inputs;10-bit ADC with 4 input channels;battery-backed hibernation module with RTC;56 GPIOs;100 pins,\sim\ARM\LM3S2739.sim,No,,Cortex-M3
LM3S2776,Luminary,LM3S2776.h,,,,http://www.ti.com,,,ARM,,LM3S2x,28/10/2010,,LM3S2776,ARM Cortex-M3 32-bit MCU;128K FLASH at address 0x00000000;64K RAM at address 0x20000000;10/100 Ethernet MAC/PHY;Systick timer;4 32-bit or 8 16-bit general purpose timers;2 watchdog timer;SSI/SPI controller;1 I2C interfaces;3 analog comparators;1 UARTs;8 motion-control PWM outputs;10-bit ADC with 6 input channels;battery-backed hibernation module with RTC;33 GPIOs;64 pins,\sim\ARM\LM3S2776.sim,No,,Cortex-M3
LM3S2793,Luminary,LM3S2793.h,,,,http://www.ti.com,,,ARM,,LM3S2x,28/10/2010,,LM3S2793,ARM Cortex-M3 32-bit MCU;128K FLASH at address 0x00000000;64K RAM at address 0x20000000;10/100 Ethernet MAC/PHY;Systick timer;4 32-bit or 8 16-bit general purpose timers;2 watchdog timer;SSI/SPI controller;2 I2C interfaces;3 analog comparators;3 UARTs;8 motion-control PWM outputs;2 Quadrature Encoder Inputs;10-bit ADC with 16 input channels;battery-backed hibernation module with RTC;67 GPIOs;100 pins,\sim\ARM\LM3S2793.sim,No,,Cortex-M3
LM3S29xx,Luminary,LM3S29xx.h,,,,http://www.ti.com,,,ARM,,LM3S2x,28/10/2010,,LM3S29xx,ARM Cortex-M3 32-bit MCU;256K FLASH at address 0x00000000;64K RAM at address 0x20000000;10/100 Ethernet MAC/PHY;Systick timer;4 32-bit or 8 16-bit general purpose timers;2 watchdog timer;SSI/SPI controller;2 I2C interfaces;3 analog comparators;3 UARTs;battery-backed hibernation module with RTC;60 GPIOs;100 pins,\sim\ARM\LM3S29xx.sim,No,,Cortex-M3
LM3S2911,Luminary,LM3S2911.h,,,,http://www.ti.com,,,ARM,,LM3S2x,28/10/2010,,LM3S2911,ARM Cortex-M3 32-bit MCU;256K FLASH at address 0x00000000;64K RAM at address 0x20000000;10/100 Ethernet MAC/PHY;Systick timer;4 32-bit or 8 16-bit general purpose timers;2 watchdog timer;SSI/SPI controller;2 I2C interfaces;3 analog comparators;3 UARTs;battery-backed hibernation module with RTC;60 GPIOs;100 pins,\sim\ARM\LM3S2911.sim,No,,Cortex-M3
LM3S2918,Luminary,LM3S2918.h,,,,http://www.ti.com,,,ARM,,LM3S2x,28/10/2010,,LM3S2918,ARM Cortex-M3 32-bit MCU;256K FLASH at address 0x00000000;64K RAM at address 0x20000000;10/100 Ethernet MAC/PHY;Systick timer;4 32-bit or 8 16-bit general purpose timers;2 watchdog timer;SSI/SPI controller;2 I2C interfaces;3 analog comparators;2 UARTs;10-bit ADC with 8 input channels;battery-backed hibernation module with RTC;52 GPIOs;100 pins,\sim\ARM\LM3S2918.sim,No,,Cortex-M3
LM3S2919,Luminary,LM3S2919.h,,,,http://www.ti.com,,,ARM,,LM3S2x,28/10/2010,,LM3S2919,ARM Cortex-M3 32-bit MCU;256K FLASH at address 0x00000000;64K RAM at address 0x20000000;10/100 Ethernet MAC/PHY;Systick timer;4 32-bit or 8 16-bit general purpose timers;2 watchdog timer;SSI/SPI controller;2 I2C interfaces;3 analog comparators;3 UARTs;10-bit ADC with 8 input channels;battery-backed hibernation module with RTC;52 GPIOs;100 pins,\sim\ARM\LM3S2919.sim,No,,Cortex-M3
LM3S2939,Luminary,LM3S2939.h,,,,http://www.ti.com,,,ARM,,LM3S2x,28/10/2010,,LM3S2939,ARM Cortex-M3 32-bit MCU;256K FLASH at address 0x00000000;64K RAM at address 0x20000000;10/100 Ethernet MAC/PHY;Systick timer;4 32-bit or 8 16-bit general purpose timers;2 watchdog timer;SSI/SPI controller;1 I2C interfaces;3 analog comparators;3 UARTs;4 motion-control PWM outputs;1 Quadrature Encoder Inputs;10-bit ADC with 3 input channels;battery-backed hibernation module with RTC;57 GPIOs;100 pins,\sim\ARM\LM3S2939.sim,No,,Cortex-M3
LM3S2948,Luminary,LM3S2948.h,,,,http://www.ti.com,,,ARM,,LM3S2x,28/10/2010,,LM3S2948,ARM Cortex-M3 32-bit MCU;256K FLASH at address 0x00000000;64K RAM at address 0x20000000;10/100 Ethernet MAC/PHY;Systick timer;4 32-bit or 8 16-bit general purpose timers;2 watchdog timer;SSI/SPI controller;1 I2C interfaces;3 analog comparators;3 UARTs;10-bit ADC with 8 input channels;battery-backed hibernation module with RTC;52 GPIOs;100 pins,\sim\ARM\LM3S2948.sim,No,,Cortex-M3
LM3S2950,Luminary,LM3S2950.h,,,,http://www.ti.com,,,ARM,,LM3S2x,28/10/2010,,LM3S2950,ARM Cortex-M3 32-bit MCU;256K FLASH at address 0x00000000;64K RAM at address 0x20000000;10/100 Ethernet MAC/PHY;Systick timer;4 32-bit or 8 16-bit general purpose timers;2 watchdog timer;SSI/SPI controller;1 I2C interfaces;3 analog comparators;3 UARTs;6 motion-control PWM outputs;1 Quadrature Encoder Inputs;battery-backed hibernation module with RTC;60 GPIOs;100 pins,\sim\ARM\LM3S2950.sim,No,,Cortex-M3
LM3S2965,Luminary,LM3S2965.h,,,,http://www.ti.com,,,ARM,,LM3S2x,28/10/2010,,LM3S2965,ARM Cortex-M3 32-bit MCU;256K FLASH at address 0x00000000;64K RAM at address 0x20000000;10/100 Ethernet MAC/PHY;Systick timer;4 32-bit or 8 16-bit general purpose timers;2 watchdog timer;SSI/SPI controller;2 I2C interfaces;3 analog comparators;3 UARTs;6 motion-control PWM outputs;2 Quadrature Encoder Inputs;10-bit ADC with 4 input channels;battery-backed hibernation module with RTC;56 GPIOs;100 pins,\sim\ARM\LM3S2965.sim,No,,Cortex-M3
LM3S2Bxx,Luminary,LM3S2Bxx.h,,,,http://www.ti.com,,,ARM,,LM3S2x,28/10/2010,,LM3S2Bxx,ARM Cortex-M3 32-bit MCU;256K FLASH at address 0x00000000;96K RAM at address 0x20000000;10/100 Ethernet MAC/PHY;Systick timer;4 32-bit or 8 16-bit general purpose timers;2 watchdog timer;SSI/SPI controller;2 I2C interfaces;3 analog comparators;3 UARTs;8 motion-control PWM outputs;2 Quadrature Encoder Inputs;10-bit ADC with 16 input channels;battery-backed hibernation module with RTC;67 GPIOs;100 pins,\sim\ARM\LM3S2Bxx.sim,No,,Cortex-M3
LM3S2B93,Luminary,LM3S2B93.h,,,,http://www.ti.com,,,ARM,,LM3S2x,28/10/2010,,LM3S2B93,ARM Cortex-M3 32-bit MCU;256K FLASH at address 0x00000000;96K RAM at address 0x20000000;10/100 Ethernet MAC/PHY;Systick timer;4 32-bit or 8 16-bit general purpose timers;2 watchdog timer;SSI/SPI controller;2 I2C interfaces;3 analog comparators;3 UARTs;8 motion-control PWM outputs;2 Quadrature Encoder Inputs;10-bit ADC with 16 input channels;battery-backed hibernation module with RTC;67 GPIOs;100 pins,\sim\ARM\LM3S2B93.sim,No,,Cortex-M3
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
LM3S36xx,Luminary,LM3S36xx.h,,,,http://www.ti.com,,,ARM,,LM3S3x,28/10/2010,,LM3S36xx,ARM Cortex-M3 32-bit MCU;128K FLASH at address 0x00000000;32K RAM at address 0x20000000;10/100 Ethernet MAC/PHY;Systick timer;4 32-bit or 8 16-bit general purpose timers;2 watchdog timer;SSI/SPI controller;2 I2C interfaces;3 analog comparators;2 UARTs;10-bit ADC with 8 input channels;battery-backed hibernation module with RTC;33 GPIOs;64 pins,\sim\ARM\LM3S36xx.sim,No,,Cortex-M3
LM3S3651,Luminary,LM3S3651.h,,,,http://www.ti.com,,,ARM,,LM3S3x,28/10/2010,,LM3S3651,ARM Cortex-M3 32-bit MCU;128K FLASH at address 0x00000000;32K RAM at address 0x20000000;10/100 Ethernet MAC/PHY;Systick timer;4 32-bit or 8 16-bit general purpose timers;2 watchdog timer;SSI/SPI controller;2 I2C interfaces;3 analog comparators;2 UARTs;10-bit ADC with 8 input channels;battery-backed hibernation module with RTC;33 GPIOs;64 pins,\sim\ARM\LM3S3651.sim,No,,Cortex-M3
LM3S3634,Luminary,LM3S3634.h,,,,http://www.ti.com,,,ARM,,LM3S3x,28/10/2010,,LM3S3634,ARM Cortex-M3 32-bit MCU;128K FLASH at address 0x00000000;32K RAM at address 0x20000000;10/100 Ethernet MAC/PHY;Systick timer;4 32-bit or 8 16-bit general purpose timers;2 watchdog timer;SSI/SPI controller;1 I2C interfaces;3 analog comparators;1 UARTs;10-bit ADC with 4 input channels;battery-backed hibernation module with RTC;33 GPIOs;64 pins,\sim\ARM\LM3S3634.sim,No,,Cortex-M3
LM3S37xx,Luminary,LM3S37xx.h,,,,http://www.ti.com,,,ARM,,LM3S3x,28/10/2010,,LM3S37xx,ARM Cortex-M3 32-bit MCU;128K FLASH at address 0x00000000;64K RAM at address 0x20000000;10/100 Ethernet MAC/PHY;Systick timer;4 32-bit or 8 16-bit general purpose timers;2 watchdog timer;SSI/SPI controller;2 I2C interfaces;3 analog comparators;3 UARTs;10-bit ADC with 8 input channels;battery-backed hibernation module with RTC;61 GPIOs;100 pins,\sim\ARM\LM3S37xx.sim,No,,Cortex-M3
LM3S3739,Luminary,LM3S3739.h,,,,http://www.ti.com,,,ARM,,LM3S3x,28/10/2010,,LM3S3739,ARM Cortex-M3 32-bit MCU;128K FLASH at address 0x00000000;64K RAM at address 0x20000000;10/100 Ethernet MAC/PHY;Systick timer;4 32-bit or 8 16-bit general purpose timers;2 watchdog timer;SSI/SPI controller;2 I2C interfaces;3 analog comparators;3 UARTs;10-bit ADC with 8 input channels;battery-backed hibernation module with RTC;61 GPIOs;100 pins,\sim\ARM\LM3S3739.sim,No,,Cortex-M3
LM3S3748,Luminary,LM3S3748.h,,,,http://www.ti.com,,,ARM,,LM3S3x,28/10/2010,,LM3S3748,ARM Cortex-M3 32-bit MCU;128K FLASH at address 0x00000000;64K RAM at address 0x20000000;10/100 Ethernet MAC/PHY;Systick timer;4 32-bit or 8 16-bit general purpose timers;2 watchdog timer;SSI/SPI controller;2 I2C interfaces;3 analog comparators;2 UARTs;10-bit ADC with 8 input channels;8 motion-control PWM outputs;1 Quadrature Encoder Inputs;battery-backed hibernation module with RTC;61 GPIOs;100 pins,\sim\ARM\LM3S3748.sim,No,,Cortex-M3
LM3S3749,Luminary,LM3S3749.h,,,,http://www.ti.com,,,ARM,,LM3S3x,28/10/2010,,LM3S3749,ARM Cortex-M3 32-bit MCU;128K FLASH at address 0x00000000;64K RAM at address 0x20000000;10/100 Ethernet MAC/PHY;Systick timer;4 32-bit or 8 16-bit general purpose timers;2 watchdog timer;SSI/SPI controller;2 I2C interfaces;3 analog comparators;3 UARTs;10-bit ADC with 8 input channels;8 motion-control PWM outputs;1 Quadrature Encoder Inputs;battery-backed hibernation module with RTC;61 GPIOs;100 pins,\sim\ARM\LM3S3749.sim,No,,Cortex-M3
LM3S38xx,Luminary,LM3S38xx.h,,,,http://www.ti.com,,,ARM,,LM3S3x,28/10/2010,,LM3S38xx,ARM Cortex-M3 32-bit MCU;256K FLASH at address 0x00000000;32K RAM at address 0x20000000;10/100 Ethernet MAC/PHY;Systick timer;4 32-bit or 8 16-bit general purpose timers;2 watchdog timer;SSI/SPI controller;2 I2C interfaces;3 analog comparators;3 UARTs;10-bit ADC with 8 input channels;battery-backed hibernation module with RTC;33 GPIOs;64 pins,\sim\ARM\LM3S38xx.sim,No,,Cortex-M3
LM3S3826,Luminary,LM3S3826.h,,,,http://www.ti.com,,,ARM,,LM3S3x,28/10/2010,,LM3S3826,ARM Cortex-M3 32-bit MCU;256K FLASH at address 0x00000000;32K RAM at address 0x20000000;10/100 Ethernet MAC/PHY;Systick timer;4 32-bit or 8 16-bit general purpose timers;2 watchdog timer;SSI/SPI controller;2 I2C interfaces;3 analog comparators;3 UARTs;10-bit ADC with 8 input channels;battery-backed hibernation module with RTC;33 GPIOs;64 pins,\sim\ARM\LM3S3826.sim,No,,Cortex-M3
